id,loan_amnt,funded_amnt,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,year,early_default,return
51476351,18500,18500,0.1465,638.15,C,C5,2 years,RENT,37000.0,Source Verified,Jun-2015,Fully Paid,credit_card,995xx,AK,37.22,0,Aug-2000,730,734,0,,9,0,43592,0.528,18,0,0,0,0,0,0,2015,0,0.2060759380364865
94748926,10000,10000,0.1499,346.61,C,C4,3 years,MORTGAGE,130000.0,Not Verified,Dec-2016,Fully Paid,other,941xx,CA,32.41,0,Jan-1990,710,714,1,,22,0,108940,0.792,35,0,0,0,0,0,0,2016,0,0.2049071090815899
14458762,30000,30000,0.1561,1048.95,C,C5,4 years,MORTGAGE,160000.0,Verified,Apr-2014,Fully Paid,debt_consolidation,107xx,NY,12.11,2,Jan-1989,670,674,0,16.0,12,1,166764,0.525,35,0,0,0,0,0,1,2014,0,0.1595503333333335
15349696,2600,2600,0.1561,90.91,C,C5,10+ years,RENT,42000.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,278xx,NC,23.15,0,Aug-1996,675,679,2,38.0,8,0,3696,0.973,27,0,0,0,0,0,0,2014,0,0.1628000000000001
60783900,7000,7000,0.1229,233.48,C,C1,7 years,MORTGAGE,32000.0,Verified,Oct-2015,Charged Off,credit_card,478xx,IN,27.27,0,Feb-2002,675,679,2,44.0,13,0,6932,0.797,33,0,0,0,0,0,0,2015,0,-0.2668885714285715
72842165,7175,7175,0.2197,273.91,E,E4,10+ years,MORTGAGE,70000.0,Verified,Mar-2016,Fully Paid,home_improvement,781xx,TX,10.9,0,May-1993,690,694,3,,9,0,2743,0.669,10,0,0,0,0,0,0,2016,0,0.3716561065122368
4865148,18000,18000,0.1311,607.45,B,B4,10+ years,RENT,40000.0,Verified,May-2013,Fully Paid,major_purchase,606xx,IL,11.91,0,Apr-1994,670,674,1,29.0,9,1,10746,0.402,19,0,0,0,0,1,0,2013,0,0.2045231097196445
69782766,8000,8000,0.1078,261.08,B,B4,10+ years,MORTGAGE,54783.0,Verified,Jan-2016,Fully Paid,debt_consolidation,760xx,TX,34.72,0,May-2000,705,709,1,,10,0,21269,0.5,30,0,0,0,0,0,0,2016,0,0.1763468935531876
75749338,20000,20000,0.1367,680.36,C,C3,4 years,OWN,57500.0,Source Verified,May-2016,Charged Off,debt_consolidation,403xx,KY,28.62,0,Sep-2002,670,674,0,81.0,12,0,21416,0.6629999999999999,22,0,0,0,0,0,0,2016,1,-0.7626335
63457332,28000,28000,0.1333,947.89,C,C3,< 1 year,MORTGAGE,172000.0,Not Verified,Oct-2015,Charged Off,credit_card,027xx,MA,20.21,0,Dec-1987,665,669,2,62.0,12,0,33310,0.775,31,0,0,0,0,0,0,2015,0,-0.4239275
88168359,6475,6475,0.1149,213.49,B,B5,10+ years,MORTGAGE,110000.0,Source Verified,Aug-2016,Fully Paid,debt_consolidation,208xx,MD,24.1,0,Jun-2001,695,699,2,49.0,30,0,41611,0.336,56,0,0,0,0,0,0,2016,0,0.1648479419151352
94137853,8000,8000,0.1274,268.56,C,C1,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2016,Fully Paid,debt_consolidation,483xx,MI,12.08,0,Dec-1993,660,664,0,,7,1,5924,0.731,9,0,0,0,0,1,0,2016,0,0.207055167641875
38555679,28000,28000,0.0699,864.44,A,A3,3 years,MORTGAGE,181000.0,Source Verified,Jan-2015,Fully Paid,credit_card,060xx,CT,9.79,0,Aug-2004,710,714,0,,11,0,31516,0.9490000000000001,21,0,0,0,0,0,0,2015,0,0.1110213789324714
43145248,3500,3500,0.1229,116.74,C,C1,10+ years,RENT,42120.0,Verified,Mar-2015,Fully Paid,debt_consolidation,983xx,WA,24.62,0,Apr-1998,675,679,0,,9,0,13068,0.99,28,0,0,0,0,0,0,2015,0,0.08031714285714298
463703,10000,10000,0.0894,317.72,A,A5,8 years,OWN,762000.0,Not Verified,Dec-2009,Fully Paid,debt_consolidation,229xx,VA,1.69,0,Feb-2000,750,754,0,,5,0,10490,0.41,16,0,0,0,0,0,0,2009,0,0.1437691038319999
58170272,24000,24000,0.0999,774.3,B,B3,8 years,RENT,118000.0,Verified,Sep-2015,Fully Paid,debt_consolidation,606xx,IL,19.26,1,Aug-1998,710,714,0,8.0,23,0,25639,0.347,39,0,0,0,0,0,0,2015,0,0.1053315219211459
83993264,18500,18500,0.0949,592.53,B,B2,10+ years,RENT,75000.0,Source Verified,Jul-2016,Fully Paid,debt_consolidation,933xx,CA,12.98,1,Aug-1999,685,689,0,2.0,12,0,7941,0.397,25,0,0,0,0,0,0,2016,0,0.1075007916056432
58684071,3000,3000,0.0818,94.26,B,B1,10+ years,MORTGAGE,102500.0,Not Verified,Aug-2015,Fully Paid,credit_card,350xx,AL,27.03,0,Mar-2001,705,709,0,,13,0,34263,0.763,24,0,0,0,0,0,0,2015,0,0.1263158020157333
72773318,10000,10000,0.0532,301.15,A,A1,10+ years,OWN,84000.0,Not Verified,Feb-2016,Fully Paid,credit_card,701xx,LA,10.64,0,Apr-1993,790,794,0,,7,0,21603,0.288,13,0,0,0,0,0,0,2016,0,0.01507000000290004
880291,6825,6825,0.08900000000000001,216.72,A,A5,4 years,MORTGAGE,38400.0,Not Verified,Sep-2011,Fully Paid,debt_consolidation,977xx,OR,17.88,0,Feb-1999,710,714,0,,10,0,15947,0.87,27,0,0,0,0,0,0,2011,0,0.1428788148938462
1394701,21000,21000,0.1433,721.11,C,C1,1 year,RENT,61392.0,Source Verified,Jul-2012,Fully Paid,credit_card,201xx,VA,23.32,0,Sep-1999,680,684,0,,17,0,23431,0.7659999999999999,25,0,0,0,0,0,0,2012,0,0.2361687079792334
46833847,20000,20000,0.0818,628.39,B,B1,10+ years,MORTGAGE,77000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,926xx,CA,31.35,1,May-1986,710,714,0,12.0,13,0,168483,0.607,19,0,0,0,0,0,0,2015,0,0.1106832707655701
63158638,25000,25000,0.0624,763.28,A,A2,4 years,MORTGAGE,80000.0,Not Verified,Oct-2015,Fully Paid,home_improvement,064xx,CT,4.67,0,Nov-1987,740,744,0,35.0,13,0,17323,0.274,20,0,0,0,0,0,0,2015,0,0.08124906754859196
1004608,3600,3600,0.1427,123.52,C,C2,< 1 year,RENT,26400.0,Source Verified,Oct-2011,Fully Paid,other,940xx,CA,12.59,0,Nov-2004,715,719,0,,4,0,1990,0.995,8,0,0,0,0,0,0,2011,0,0.2351019352086667
1372076,18000,18000,0.1074,587.09,B,B2,10+ years,MORTGAGE,52554.0,Verified,Jul-2012,Charged Off,debt_consolidation,282xx,NC,26.49,0,Jul-1996,715,719,0,37.0,13,0,4574,0.327,45,0,0,0,0,0,0,2012,0,-0.5376650000000001
73600053,12000,12000,0.1147,395.55,B,B5,8 years,RENT,63270.0,Verified,Mar-2016,Fully Paid,debt_consolidation,713xx,LA,21.28,1,Oct-2003,685,689,0,16.0,4,0,5930,0.723,15,0,0,0,0,0,0,2016,0,0.06817416666666665
47290225,9000,9000,0.0692,277.57,A,A4,10+ years,MORTGAGE,83124.0,Not Verified,May-2015,Fully Paid,credit_card,972xx,OR,10.16,1,May-1990,700,704,0,12.0,10,0,8533,0.898,21,0,0,0,0,0,0,2015,0,0.1100647118434444
55128357,12000,12000,0.2299,464.46,F,F2,8 years,RENT,40000.0,Verified,Jul-2015,Charged Off,other,234xx,VA,22.38,2,Sep-2004,660,664,1,5.0,7,0,3298,0.5760000000000001,23,0,0,0,0,0,0,2015,1,-0.9245058333333334
92932632,24850,24850,0.1899,910.78,D,D3,,RENT,72000.0,Verified,Nov-2016,Charged Off,debt_consolidation,957xx,CA,22.18,0,Jun-2001,680,684,0,,8,0,7210,0.481,14,0,0,0,0,0,0,2016,1,-0.8544507042253521
79111454,8400,8400,0.0789,262.8,A,A5,5 years,RENT,40000.0,Verified,May-2016,Fully Paid,debt_consolidation,010xx,MA,19.07,0,Jun-1988,715,719,1,45.0,6,0,6721,0.436,14,0,0,0,0,0,0,2016,0,0.1280782248028214
9196607,35000,35000,0.1757,1257.8,D,D2,10+ years,MORTGAGE,95000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,300xx,GA,21.64,0,Nov-1999,710,714,0,,17,0,50801,0.795,23,0,0,0,0,0,0,2013,0,0.2939900422381001
30165044,7075,7075,0.1249,236.66,B,B5,10+ years,MORTGAGE,36000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,130xx,NY,21.89,1,Aug-1994,680,684,0,3.0,14,0,9961,0.536,42,0,0,0,0,0,0,2014,0,0.2034538910032508
91377855,3000,3000,0.1349,101.8,C,C2,< 1 year,RENT,40000.0,Source Verified,Oct-2016,Fully Paid,debt_consolidation,906xx,CA,5.55,0,Jul-2013,685,689,0,,3,0,3759,0.616,5,0,0,0,0,0,0,2016,0,0.2202860410184
3352850,2400,2400,0.1849,87.36,D,D2,7 years,MORTGAGE,30000.0,Not Verified,Feb-2013,Fully Paid,debt_consolidation,594xx,MT,12.88,0,Oct-2000,675,679,2,71.0,6,0,4587,0.728,30,0,0,0,0,0,0,2013,0,0.2047874999999999
17493521,12050,12050,0.2343,469.16,F,F1,9 years,MORTGAGE,110000.0,Source Verified,Jun-2014,Charged Off,debt_consolidation,890xx,NV,14.86,0,Jun-2002,665,669,3,55.0,12,1,5104,0.362,21,0,0,0,0,1,0,2014,1,-0.9610655601659751
84463903,4000,4000,0.0859,126.44,A,A5,1 year,MORTGAGE,44444.0,Source Verified,Jul-2016,Fully Paid,debt_consolidation,285xx,NC,12.45,0,Jun-1997,710,714,0,34.0,11,0,13979,0.42,24,0,0,0,0,0,0,2016,0,0.0653956495425001
76333357,16000,16000,0.0789,500.58,A,A5,4 years,RENT,65000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,334xx,FL,17.36,0,Jun-2005,715,719,0,55.0,8,0,3411,0.355,14,0,0,0,0,0,0,2016,0,0.1258625711739938
25336752,7000,7000,0.2215,267.88,E,E5,2 years,RENT,49827.0,Not Verified,Aug-2014,Fully Paid,debt_consolidation,121xx,NY,26.82,0,Nov-1993,670,674,0,83.0,6,0,2707,0.9670000000000001,13,0,0,0,0,0,0,2014,0,0.3525080125926856
18956149,10000,10000,0.1099,327.34,B,B3,7 years,MORTGAGE,50000.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,165xx,PA,15.78,0,Jun-2000,690,694,2,,11,0,16944,0.563,39,0,0,0,0,0,0,2014,0,0.1784232231581599
91518852,10000,10000,0.0824,314.48,B,B1,< 1 year,RENT,67781.0,Source Verified,Oct-2016,Fully Paid,debt_consolidation,462xx,IL,17.53,0,Jan-2006,675,679,0,56.0,25,2,12467,0.315,31,0,0,0,0,0,1,2016,0,0.12156502863622
11405651,25000,25000,0.079,782.26,A,A4,10+ years,MORTGAGE,121000.0,Verified,Jan-2014,Fully Paid,credit_card,207xx,MD,20.04,2,Jan-1981,700,704,0,10.0,21,0,31435,0.5670000000000001,51,0,0,0,0,0,0,2014,0,0.0996108
71746760,8000,8000,0.0839,252.14,B,B1,1 year,RENT,20000.0,Verified,Feb-2016,Fully Paid,debt_consolidation,480xx,MI,15.67,0,Dec-2009,690,694,0,,4,0,7918,0.87,5,0,0,0,0,0,0,2016,0,0.1307443505466999
23844009,6000,6000,0.1099,196.41,B,B3,3 years,OWN,41000.0,Not Verified,Aug-2014,Charged Off,credit_card,073xx,NJ,15.63,5,Aug-2002,670,674,2,11.0,10,0,5411,0.685,22,0,0,1,0,0,0,2014,0,-0.441005
46706120,10000,10000,0.0668,307.31,A,A3,10+ years,RENT,100000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,910xx,CA,10.03,0,Sep-2000,695,699,0,31.0,8,0,17814,0.58,21,0,0,0,0,0,0,2015,0,0.1043655793373
93711659,18000,18000,0.07490000000000001,559.83,A,A4,10+ years,MORTGAGE,85000.0,Source Verified,Nov-2016,Fully Paid,debt_consolidation,462xx,IN,13.13,4,May-1988,680,684,0,8.0,5,0,1182,0.174,32,0,0,0,0,0,0,2016,0,0.118758893785389
85629809,20000,20000,0.08990000000000001,635.91,B,B1,10+ years,MORTGAGE,130000.0,Source Verified,Aug-2016,Fully Paid,debt_consolidation,068xx,CT,13.0,0,Jan-1993,690,694,1,36.0,9,0,19585,0.662,32,0,0,0,0,0,0,2016,0,0.1441211664784499
7535351,19200,19200,0.0999,619.44,B,B1,7 years,MORTGAGE,70000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,165xx,PA,22.94,0,Feb-1998,725,729,0,,16,0,20475,0.536,42,0,0,0,0,0,0,2013,0,0.1616374999030625
5065051,16000,16000,0.079,500.65,A,A4,10+ years,MORTGAGE,120000.0,Source Verified,May-2013,Fully Paid,debt_consolidation,945xx,CA,21.2,0,Jul-1989,735,739,0,,13,0,242226,0.711,24,0,0,0,0,0,0,2013,0,0.1264474833468312
6938837,28000,28000,0.1756,1006.1,D,D1,8 years,RENT,103000.0,Verified,Sep-2013,Fully Paid,credit_card,967xx,HI,12.49,0,Jun-1990,680,684,0,54.0,12,0,26334,0.924,30,0,0,0,0,0,0,2013,0,0.1536199299798071
56290145,7000,7000,0.1561,244.76,D,D1,9 years,RENT,27500.0,Not Verified,Aug-2015,Fully Paid,credit_card,934xx,CA,27.29,0,Mar-2007,675,679,0,,9,0,23212,0.9670000000000001,14,0,0,0,0,0,0,2015,0,0.2578566028709286
4155116,9000,9000,0.1905,330.14,D,D4,,RENT,60000.0,Verified,Apr-2013,Fully Paid,other,891xx,NV,18.16,2,Sep-1975,660,664,0,8.0,4,0,9004,0.8740000000000001,24,0,0,2,0,0,0,2013,0,0.3205159065490111
94506114,12000,12000,0.0824,377.37,B,B1,3 years,MORTGAGE,73000.0,Source Verified,Dec-2016,Fully Paid,debt_consolidation,275xx,NC,10.6,0,Nov-1995,680,684,1,45.0,7,0,6161,0.385,23,0,0,0,0,0,0,2016,0,0.09534427636845844
1358657,8000,8000,0.09759999999999999,257.24,B,B1,10+ years,MORTGAGE,73400.0,Source Verified,Jul-2012,Fully Paid,credit_card,957xx,CA,15.37,0,Oct-2000,705,709,0,,14,0,11223,0.368,34,0,0,0,0,0,0,2012,0,0.157565
75839974,3600,3600,0.1629,127.09,D,D1,10+ years,MORTGAGE,49000.0,Source Verified,Apr-2016,Fully Paid,major_purchase,741xx,OK,37.96,0,May-2011,675,679,0,,14,0,27604,0.561,19,0,0,0,0,0,0,2016,0,0.2486437138669724
78218368,20000,20000,0.0739,621.12,A,A4,10+ years,MORTGAGE,90000.0,Not Verified,May-2016,Fully Paid,credit_card,921xx,CA,19.04,0,Sep-1984,715,719,1,27.0,24,0,24212,0.374,41,0,0,0,0,0,0,2016,0,0.11740155384878
5639639,9750,9750,0.1016,315.34,B,B1,5 years,RENT,50000.0,Not Verified,Jun-2013,Fully Paid,debt_consolidation,328xx,FL,10.51,0,May-2001,710,714,1,45.0,11,0,2660,0.314,33,0,0,0,0,0,0,2013,0,0.08172788226042038
55371292,4000,4000,0.1399,136.7,C,C4,3 years,RENT,30000.0,Source Verified,Jul-2015,Charged Off,debt_consolidation,339xx,FL,8.84,0,Mar-2012,665,669,0,,4,0,3719,0.9790000000000001,4,0,0,0,0,0,0,2015,1,-0.62563
91945525,12000,12000,0.1274,402.83,C,C1,< 1 year,MORTGAGE,60000.0,Source Verified,Oct-2016,Fully Paid,medical,161xx,PA,21.38,0,Feb-2012,660,664,0,,8,0,9428,0.441,9,0,0,0,0,0,0,2016,0,0.2021901754708499
92045659,30000,30000,0.1274,1007.07,C,C1,10+ years,MORTGAGE,140000.0,Verified,Nov-2016,Fully Paid,debt_consolidation,906xx,CA,27.22,0,Mar-1992,670,674,0,,15,1,12262,0.461,37,0,0,0,0,1,0,2016,0,0.1984200937393401
1318746,35000,35000,0.1825,1269.73,D,D3,9 years,MORTGAGE,74000.0,Verified,Jun-2012,Fully Paid,credit_card,597xx,MT,12.55,0,Jan-1999,690,694,0,77.0,12,0,28087,0.63,30,0,0,0,0,0,0,2012,0,0.3088579990802456
10092434,10000,10000,0.1285,336.22,B,B4,4 years,RENT,40000.0,Verified,Jan-2014,Fully Paid,debt_consolidation,443xx,OH,21.0,0,Oct-2002,690,694,1,37.0,12,0,8546,0.401,25,0,0,0,0,0,0,2014,0,0.21038100468397
46804197,5500,5500,0.0639,168.3,A,A2,10+ years,OWN,50000.0,Verified,Apr-2015,Fully Paid,other,083xx,NJ,13.92,0,Sep-1989,790,794,2,,12,0,2605,0.05,16,0,0,0,0,0,0,2015,0,0.09654996277098182
55271673,1200,1200,0.1399,41.01,C,C4,< 1 year,RENT,45000.0,Not Verified,Jul-2015,Fully Paid,other,069xx,CT,20.11,1,Oct-1990,660,664,0,12.0,10,0,13900,0.903,17,0,0,0,0,0,0,2015,0,0.2294260880024999
88148093,1600,1600,0.1449,55.07,C,C4,10+ years,RENT,45000.0,Verified,Aug-2016,Fully Paid,vacation,283xx,NC,28.83,2,May-2005,705,709,1,17.0,12,0,7235,0.323,27,0,0,0,0,0,0,2016,0,0.0005500000000000504
48424520,3600,3600,0.0818,113.12,B,B1,< 1 year,RENT,36000.0,Not Verified,May-2015,Fully Paid,credit_card,334xx,FL,29.27,0,Sep-2008,685,689,0,,9,0,9183,0.505,17,0,0,0,0,0,0,2015,0,0.1120014926417501
81524791,18000,18000,0.0789,563.15,A,A5,1 year,MORTGAGE,86000.0,Not Verified,Jun-2016,Fully Paid,debt_consolidation,551xx,MN,7.03,0,Jun-1998,685,689,0,,8,1,7330,0.405,34,0,0,0,0,1,0,2016,0,0.08059484997339994
70221247,21000,21000,0.1199,697.41,C,C1,< 1 year,MORTGAGE,78000.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,622xx,IL,21.45,0,Dec-1993,715,719,0,,10,0,25387,0.69,16,0,0,0,0,0,0,2016,0,0.1946110575533382
40553070,11500,11500,0.1465,396.69,C,C5,5 years,OWN,32000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,488xx,MI,31.85,0,Mar-1995,680,684,1,,14,0,17841,0.7190000000000001,33,0,0,0,0,0,0,2015,0,0.2409711084788522
68508700,7400,7400,0.07490000000000001,230.16,A,A4,2 years,RENT,25000.0,Source Verified,Jan-2016,Fully Paid,debt_consolidation,146xx,NY,13.1,1,Jul-2001,725,729,0,15.0,10,0,7536,0.238,33,0,0,0,0,0,0,2016,0,0.1205279604424461
75250847,6000,6000,0.0789,187.72,A,A5,10+ years,RENT,36435.0,Source Verified,Mar-2016,Charged Off,debt_consolidation,066xx,CT,23.21,0,Jan-1995,685,689,0,42.0,16,0,11867,0.245,27,0,0,0,0,0,0,2016,1,-0.6875716666666667
55970088,30000,30000,0.0789,938.57,A,A5,2 years,MORTGAGE,145000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,605xx,IL,21.68,0,Jul-2004,725,729,0,,20,0,33224,0.42,41,0,0,0,0,0,0,2015,0,0.1199049849151934
71562412,20450,20450,0.1446,703.52,C,C4,5 years,MORTGAGE,150000.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,853xx,AZ,13.61,0,Mar-2004,660,664,0,,10,1,18233,0.773,27,0,0,0,0,1,0,2016,0,0.2152312579420685
86583662,28000,28000,0.0759,872.14,A,A3,9 years,MORTGAGE,120000.0,Source Verified,Aug-2016,Fully Paid,debt_consolidation,330xx,FL,0.5,0,Apr-2011,685,689,0,,9,0,1122,0.026,11,1,0,0,0,0,0,2016,0,0.04916922071642493
43679664,6000,6000,0.1099,196.41,B,B4,10+ years,MORTGAGE,56000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,553xx,MN,11.33,1,Jun-1994,670,674,0,5.0,9,0,15836,0.5870000000000001,25,0,0,0,0,0,0,2015,0,0.1771951403799834
51938280,11000,11000,0.0999,354.89,B,B3,2 years,MORTGAGE,140000.0,Not Verified,Jun-2015,Fully Paid,debt_consolidation,234xx,VA,9.49,0,Oct-1987,700,704,0,43.0,16,0,24972,0.5920000000000001,42,0,0,0,0,0,0,2015,0,0.1342436364543
95276645,24500,24500,0.2474,970.75,E,E3,< 1 year,RENT,78000.0,Verified,Dec-2016,Fully Paid,debt_consolidation,105xx,NY,21.71,2,Feb-2004,665,669,0,1.0,13,0,6807,0.315,17,0,0,0,0,0,0,2016,0,0.2167187342377306
81504589,33600,33600,0.0839,1058.96,B,B1,1 year,RENT,115000.0,Verified,Jun-2016,Fully Paid,debt_consolidation,483xx,MI,12.28,0,Dec-2004,670,674,0,40.0,7,0,0,0.0,37,0,0,0,0,0,0,2016,0,0.09842136762641074
715676,10000,10000,0.0729,310.1,A,A4,,RENT,50000.0,Not Verified,Apr-2011,Fully Paid,debt_consolidation,968xx,HI,5.66,0,Oct-2001,725,729,0,75.0,12,0,8613,0.296,20,0,0,0,0,0,0,2011,0,0.08566772847605009
56002153,28175,28175,0.1655,998.22,D,D2,7 years,MORTGAGE,89000.0,Verified,Aug-2015,Fully Paid,debt_consolidation,805xx,CO,33.59,0,Oct-2000,690,694,2,,23,0,49791,0.47,47,0,0,0,0,0,0,2015,0,0.08074498669032826
12458523,25000,25000,0.079,782.26,A,A4,8 years,MORTGAGE,68000.0,Verified,Mar-2014,Charged Off,credit_card,826xx,WY,11.25,0,Jan-1986,745,749,0,,13,0,17304,0.42,19,0,0,0,0,0,0,2014,0,-0.6458056
75319534,6450,6450,0.0916,205.59,B,B2,10+ years,MORTGAGE,43000.0,Source Verified,Mar-2016,Charged Off,debt_consolidation,381xx,TN,12.95,0,Feb-2005,700,704,0,50.0,7,0,6464,0.599,16,0,0,0,0,0,0,2016,0,-0.2684155038759689
61489125,24000,24000,0.0624,732.74,A,A2,,MORTGAGE,130000.0,Not Verified,Oct-2015,Fully Paid,credit_card,934xx,CA,7.34,0,Dec-1991,755,759,0,,9,0,30624,0.354,21,0,0,0,0,0,0,2015,0,0.09841536704916676
70032738,30000,30000,0.0917,956.37,B,B2,10+ years,MORTGAGE,82579.0,Source Verified,Jan-2016,Fully Paid,credit_card,618xx,IL,21.89,0,Apr-1973,665,669,0,,20,0,44318,0.475,31,0,0,0,0,0,0,2016,0,0.1471310313267666
86994249,10000,10000,0.1149,329.72,B,B5,4 years,OWN,60000.0,Verified,Aug-2016,Fully Paid,debt_consolidation,443xx,OH,13.02,5,Apr-2000,665,669,0,21.0,8,0,5201,0.8,28,0,0,0,0,0,0,2016,0,0.10552814595738
13477967,30000,30000,0.079,938.71,A,A4,10+ years,MORTGAGE,150000.0,Verified,Apr-2014,Fully Paid,credit_card,920xx,CA,8.94,0,Nov-1984,720,724,0,,12,0,30349,0.9059999999999999,32,0,0,0,0,0,0,2014,0,0.1254816223637567
66074329,3500,3500,0.1259,117.24,C,C2,10+ years,RENT,24000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,953xx,CA,7.95,0,Jul-2011,665,669,1,,7,0,2752,0.284,10,0,0,0,0,0,0,2015,0,-0.2362857142857143
85557553,6000,6000,0.1149,197.83,B,B5,10+ years,RENT,147000.0,Verified,Aug-2016,Charged Off,other,940xx,CA,9.31,0,Apr-1997,700,704,0,36.0,9,0,4582,0.318,20,0,0,0,0,0,0,2016,0,-0.1389066666666666
53684784,5000,5000,0.1699,178.24,D,D3,10+ years,RENT,30000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,551xx,MN,26.52,1,Jun-2003,675,679,1,20.0,8,1,3678,0.391,33,0,0,0,0,1,0,2015,0,0.2812647776696799
85280730,25000,25000,0.0759,778.69,A,A3,3 years,RENT,95000.0,Not Verified,Aug-2016,Fully Paid,credit_card,222xx,VA,23.59,0,Aug-2010,725,729,0,47.0,9,0,14637,0.49,12,0,0,0,0,0,0,2016,0,0.1108949291614041
46684940,3400,3400,0.0639,104.04,A,A2,2 years,RENT,50000.0,Not Verified,May-2015,Fully Paid,credit_card,900xx,CA,8.45,5,Oct-1998,685,689,0,22.0,8,0,3586,0.448,15,0,0,0,0,0,0,2015,0,0.1008500348847059
1440942,23850,23850,0.0762,743.2,A,A3,10+ years,OWN,60000.0,Verified,Aug-2012,Fully Paid,small_business,330xx,FL,18.38,0,Nov-1985,750,754,0,,20,0,33503,0.208,36,0,0,0,0,0,0,2012,0,0.1218088048974466
69422259,5000,5000,0.07490000000000001,155.51,A,A4,6 years,MORTGAGE,78000.0,Not Verified,Jan-2016,Fully Paid,credit_card,788xx,TX,22.35,2,Sep-2000,705,709,1,18.0,12,0,21434,0.516,22,0,0,0,0,0,0,2016,0,0.1192409426751999
91018312,25000,25000,0.1399,854.32,C,C3,6 years,RENT,83640.0,Not Verified,Oct-2016,Charged Off,debt_consolidation,280xx,NC,17.36,2,May-1995,675,679,1,7.0,10,0,15682,0.747,28,0,0,0,0,0,0,2016,1,-0.864086
20458240,11000,11000,0.0649,337.09,A,A2,2 years,MORTGAGE,52000.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,656xx,MO,14.73,0,Feb-1977,770,774,0,,8,0,2429,0.118,30,0,0,0,0,0,0,2014,0,0.07346090909090908
38162509,15000,15000,0.1299,505.34,C,C2,< 1 year,RENT,45000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,100xx,NY,13.42,0,Aug-2007,660,664,1,45.0,14,0,11521,0.43,26,0,0,0,0,0,0,2015,0,0.1337486666666667
65783245,13650,13650,0.1367,464.34,C,C4,4 years,MORTGAGE,61000.0,Source Verified,Nov-2015,Fully Paid,other,995xx,AK,11.14,3,Aug-1996,690,694,0,16.0,8,0,6040,0.679,18,0,0,0,0,0,0,2015,0,0.1441701696316191
451552,6000,6000,0.1392,204.83,C,C4,10+ years,RENT,89772.0,Not Verified,Oct-2009,Fully Paid,credit_card,904xx,CA,10.35,0,Sep-1999,695,699,1,,5,0,9572,0.9670000000000001,14,0,0,0,0,0,0,2009,0,0.2289178810480665
7935004,10425,10425,0.0925,332.73,A,A5,7 years,RENT,40000.0,Not Verified,Oct-2013,Fully Paid,debt_consolidation,328xx,FL,24.19,0,Sep-2001,720,724,0,,12,0,18207,0.333,24,0,0,0,0,0,0,2013,0,0.06851114958633109
813223,6500,6500,0.1099,212.78,B,B3,10+ years,MORTGAGE,55605.0,Not Verified,Jul-2011,Fully Paid,other,324xx,FL,22.03,0,Sep-1991,695,699,0,,15,0,23879,0.76,37,0,0,0,0,0,0,2011,0,0.01812264356169235
3535806,6000,6000,0.1212,199.63,B,B3,5 years,RENT,84347.0,Not Verified,Mar-2013,Fully Paid,debt_consolidation,069xx,CT,13.06,0,Nov-2006,660,664,0,,12,0,29127,0.603,13,0,0,0,0,0,0,2013,0,0.1977794251942333
61470142,35000,35000,0.0789,1095.0,A,A5,10+ years,MORTGAGE,122000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,300xx,GA,14.13,0,Dec-2002,685,689,0,,9,0,29595,0.7609999999999999,28,0,0,0,0,0,0,2015,0,0.1258446284031143
38465764,8750,8750,0.1431,300.38,C,C4,1 year,RENT,25000.0,Verified,Jan-2015,Charged Off,credit_card,550xx,MN,30.63,0,Oct-1995,700,704,2,,11,1,7261,0.48,30,0,0,0,0,1,0,2015,0,-0.5157862857142858
12896001,9225,9225,0.1464,318.17,C,C3,2 years,RENT,24500.0,Verified,Mar-2014,Fully Paid,credit_card,330xx,FL,22.0,0,May-2001,695,699,0,48.0,9,0,9398,0.573,22,0,0,0,0,0,0,2014,0,0.1228921409247261
